,review,sentiment
2872,"Even as you watch, though, you begin to wonder how much is real life and how much of what you see was ""staged"" because the teens knew a camera was watching.",positive
2873,"In a sense, it's sort of the Return of the Jedi of the Mad Max series: It's solid, it's engaging, but yeah, it's also a kind of a step down from the previous two",positive
2874,Sigurður Sigurjónsson and Theodór Júlíusson are utterly convincing as the battling brothers whose alienation is expressed more through morosely bearded gesture than drunken buckshot dialogue.,positive
2875,"Lawrence does the best with what she is given, and her penultimate scene shows a good deal of strength and power, but Russell's messy movie ultimately lets her down.",negative
2876,"Hopefully, this is the death-knell for Austin Powers, who went just a little too far this time.",negative
2877,Getting Gertie's Garter is another product of that school of cinema thinking which holds that a bludgeon is more effective than a rapier.,negative
2878,"The staggering landscapes of this mountainous land are captured beautifully as director Dirk Simon picks apart contradictions within Tibetan society. Philip Glass, Thom Yorke and Damien Rice provide terrific musical accompaniment.",positive
2879,"Admittedly, there are a lot of documentaries like this, made by citizen journalists recording uprisings in their homelands, but this is one of the best of the recent crop, and a timely reminder of a conflict that's slipped out of the headlines of late.",positive
2880,Engaging narrative documentary follows five football freestylers busking their way from Britain to Argentina,positive
2881,"A tribute that knows how to stay at the necessary distance to avoid making serious mistakes, a caution that, on the other hand, ends up preventing Tolkien from flying beyond, becoming another generic biopic. [Full Review in Spanish]",positive
2882,"As so often with films reverently dealing with theatre folk, the directing itself becomes exasperatingly theatrical and inert.",negative
2883,Typical action fare that features great chemistry between the leads and Lundgren in a role that may surprise some.,positive
2884,The Pale Blue Eye is a period procedural with mood to spare&#46;,positive
2885,"Its knockabout humor grows on you, as does Anne Hathaway.",positive
2886,A delightful comedy about two dying men who travel the world to discover the joy in their lives.,positive
2887,"The brain, science tell us, is one of the most complex things in all creation, and the movie's depiction of it is a thing of ingenious splendor, a mix of fantastically cartoonish sight gags and sublime comedic riffs.",positive
2888,Not Reitman's most exciting work but still a watchable political thriller.,positive
2889,"An orgy of macho posturing and cheap film-school tricks masquerading as style, a supposedly comic dance of violence and gore that repulses rather than entertains.",negative
2890,"A film about circus arts, friendship and integration, but also a historical and political portrait of the domain of colonial spirit. [Full review in Spanish]",positive
2891,"A fantastic premise anchors this movie, but what it needs is either a more rigid, Blair Witch-style commitment to its mockumentary format, or a more straightforward, dramatic treatment, with all the grandiosity that that implies.",positive
2892,"Washington as a filmmaker works in big, unsubtle moves, but this is a sizable story in the never-ending racial struggle so we'll let it slide.",positive
2893,"Although it might be described as a kind of ghost story, 'When Marnie Was There' offers evidence of the Studio Ghibli belief that animation should not be restricted to tales of talking animals, one-eyed minions and other impossibilities",positive
2894,"A Hard Day works best when it doesn't try so hard. Unfortunately, that is not much of the time.",negative
2895,Has no sense of its own ridiculousness.,negative
2896,"In it Edward Abeles who created the role of Monty Brewster in the stage version of the story, duplicates his success and there is every reason why the film should score a hit equal to that of the play and of the book itself.",positive
2897,It&#8217;s shock value for the sake of shock&#44; resulting in a shockingly stupid movie,negative
2898,"A sense of dread permeates Bryan Bertino's small-scaled, slow-burning supernatural thriller [which] keeps one unnerved up to its abrupt-perhaps overly abrupt-conclusion.",positive
2899,"The adaptation transposes the rhythms of her trek as a languid but never lingering odyssey, as anchored by Mia Wasikowska's relentless performance",positive
2900,"Overall, the movie is a winner that should propel Wiig to a big-time movie career.",positive
2901,A ballsy little number that decided to sit on the fence halfway through and revert back to the usual horror clichs we've become accustomed to over the years.,negative
2902,"This movie risks a most interesting mix of intense action, humor, and genuine character development.",positive
2903,"A poorly balanced, overlong picture that is neither outrageously funny in its levity nor incredibly awe-inspiring in its action sequences.",negative
2904,"Thirty years ago this would have been dismissed as drive-in fare and, frankly, it's not much more than that today.",negative
2905,You've got to admire Springsteen's chutzpah in documenting and cataloguing his creative process with a borderline-Kubrickian obsessiveness long before his reputation warranted it...,positive
2906,Twists become foreseeable and the conflicts are mostly what was predictable.,negative
